benchmark,config_name,row_id,row_idx,dilemma_source,dilemma_type,role_domain,context,theory,action_locus_label,action_locus_status,theory_identity_label,theory_identity_status,dilemma_structure_label,domain_topic_label,stakeholder_tradeoff_density_label,stakeholder_tradeoff_density_status,response_side_labels_status,freeze_version,freeze_date
morebench,morebench_public,morebench_public__0154,154,expert_written_ethic_bowl,expert_case,ai_advisor,Animal & Environment,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Animal & Environment,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0155,155,daily_dilemmas,long_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0156,156,ai_risk_dilemmas,long_case,ai_agent,Entertainment,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Entertainment,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0157,157,expert_written_collab,expert_case,ai_agent,Others,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Others,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0158,158,ai_risk_dilemmas,long_case,ai_agent,Entertainment,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Entertainment,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0159,159,daily_dilemmas,short_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0160,160,daily_dilemmas,short_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0161,161,daily_dilemmas,long_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0162,162,daily_dilemmas,short_case,ai_advisor,Business & Workplace,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0163,163,ai_risk_dilemmas,short_case,ai_agent,Animal & Environment,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Animal & Environment,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0164,164,daily_dilemmas,short_case,ai_advisor,Media & Journalism,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Media & Journalism,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0165,165,expert_written_ethic_unwrapped,expert_case,ai_advisor,Bioethics & Healthcare,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0166,166,daily_dilemmas,short_case,ai_advisor,Business & Workplace,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0167,167,expert_written_ethic_unwrapped,expert_case,ai_advisor,Business & Workplace,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0168,168,expert_written_ethic_bowl,expert_case,ai_advisor,Bioethics & Healthcare,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0169,169,ai_risk_dilemmas,short_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0170,170,expert_written_collab,expert_case,ai_agent,Bioethics & Healthcare,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0171,171,ai_risk_dilemmas,short_case,ai_agent,Animal & Environment,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Animal & Environment,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0172,172,daily_dilemmas,long_case,ai_advisor,Professional Ethics,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Professional Ethics,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0173,173,ai_risk_dilemmas,short_case,ai_agent,Transport,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Transport,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0174,174,expert_written_ethic_bowl,expert_case,ai_advisor,Animal & Environment,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Animal & Environment,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0175,175,expert_written_collab,expert_case,ai_agent,Bioethics & Healthcare,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0176,176,daily_dilemmas,long_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0177,177,expert_written_ethic_bowl,expert_case,ai_advisor,Right & Duty & Justice,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Right & Duty & Justice,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0178,178,daily_dilemmas,long_case,ai_advisor,Media & Journalism,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Media & Journalism,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0179,179,daily_dilemmas,short_case,ai_advisor,Business & Workplace,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0180,180,daily_dilemmas,long_case,ai_advisor,Business & Workplace,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0181,181,ai_risk_dilemmas,short_case,ai_agent,Entertainment,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Entertainment,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0182,182,daily_dilemmas,long_case,ai_advisor,Education,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Education,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0183,183,ai_risk_dilemmas,long_case,ai_agent,Bioethics & Healthcare,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0184,184,daily_dilemmas,short_case,ai_advisor,Sports,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Sports,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0185,185,expert_written_ethic_bowl,expert_case,ai_advisor,Animal & Environment,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Animal & Environment,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0186,186,daily_dilemmas,short_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0187,187,daily_dilemmas,long_case,ai_advisor,Religion,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Religion,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0188,188,ai_risk_dilemmas,long_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0189,189,ai_risk_dilemmas,long_case,ai_agent,Transport,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Transport,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0190,190,ai_risk_dilemmas,long_case,ai_agent,Business & Workplace,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0191,191,expert_written_ethic_unwrapped,expert_case,ai_advisor,Professional Ethics,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Professional Ethics,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0192,192,daily_dilemmas,long_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0193,193,ai_risk_dilemmas,short_case,ai_agent,Animal & Environment,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Animal & Environment,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0194,194,ai_risk_dilemmas,short_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0195,195,daily_dilemmas,long_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0196,196,expert_written_ethic_bowl,expert_case,ai_advisor,Media & Journalism,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Media & Journalism,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0197,197,expert_written_ethic_bowl,expert_case,ai_advisor,Bioethics & Healthcare,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0198,198,daily_dilemmas,long_case,ai_advisor,Sports,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Sports,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0199,199,daily_dilemmas,long_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0200,200,daily_dilemmas,long_case,ai_advisor,Business & Workplace,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0201,201,daily_dilemmas,short_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0202,202,daily_dilemmas,short_case,ai_advisor,Professional Ethics,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Professional Ethics,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0203,203,daily_dilemmas,long_case,ai_advisor,Right & Duty & Justice,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Right & Duty & Justice,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0204,204,ai_risk_dilemmas,long_case,ai_agent,Bioethics & Healthcare,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0205,205,ai_risk_dilemmas,long_case,ai_agent,Business & Workplace,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0206,206,daily_dilemmas,long_case,ai_advisor,Professional Ethics,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Professional Ethics,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0207,207,daily_dilemmas,long_case,ai_advisor,Religion,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Religion,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0208,208,ai_risk_dilemmas,short_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0209,209,expert_written_ethic_unwrapped,expert_case,ai_advisor,Bioethics & Healthcare,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,expert_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0210,210,daily_dilemmas,long_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0211,211,daily_dilemmas,short_case,ai_advisor,Right & Duty & Justice,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Right & Duty & Justice,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0212,212,ai_risk_dilemmas,long_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0213,213,ai_risk_dilemmas,short_case,ai_agent,Bioethics & Healthcare,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0214,214,ai_risk_dilemmas,short_case,ai_agent,Business & Workplace,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0215,215,ai_risk_dilemmas,long_case,ai_agent,Bioethics & Healthcare,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0216,216,ai_risk_dilemmas,short_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0217,217,daily_dilemmas,long_case,ai_advisor,Business & Workplace,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0218,218,daily_dilemmas,long_case,ai_advisor,Right & Duty & Justice,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Right & Duty & Justice,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0219,219,ai_risk_dilemmas,short_case,ai_agent,Business & Workplace,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0220,220,ai_risk_dilemmas,long_case,ai_agent,Transport,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Transport,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0221,221,daily_dilemmas,long_case,ai_advisor,Right & Duty & Justice,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Right & Duty & Justice,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0222,222,daily_dilemmas,short_case,ai_advisor,Education,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Education,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0223,223,ai_risk_dilemmas,long_case,ai_agent,Business & Workplace,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0224,224,daily_dilemmas,long_case,ai_advisor,Business & Workplace,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0225,225,ai_risk_dilemmas,long_case,ai_agent,Bioethics & Healthcare,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0226,226,daily_dilemmas,long_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0227,227,daily_dilemmas,long_case,ai_advisor,Others,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Others,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0228,228,ai_risk_dilemmas,short_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0229,229,ai_risk_dilemmas,short_case,ai_agent,Education,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Education,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0230,230,ai_risk_dilemmas,short_case,ai_agent,Entertainment,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Entertainment,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0231,231,ai_risk_dilemmas,long_case,ai_agent,Business & Workplace,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Business & Workplace,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0232,232,ai_risk_dilemmas,short_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0233,233,ai_risk_dilemmas,long_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0234,234,ai_risk_dilemmas,short_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0235,235,ai_risk_dilemmas,short_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0236,236,daily_dilemmas,short_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0237,237,ai_risk_dilemmas,long_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0238,238,daily_dilemmas,short_case,ai_advisor,Right & Duty & Justice,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Right & Duty & Justice,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0239,239,ai_risk_dilemmas,long_case,ai_agent,Education,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Education,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0240,240,ai_risk_dilemmas,long_case,ai_agent,Organization,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Organization,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0241,241,daily_dilemmas,short_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0242,242,ai_risk_dilemmas,long_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0243,243,daily_dilemmas,short_case,ai_advisor,Right & Duty & Justice,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Right & Duty & Justice,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0244,244,ai_risk_dilemmas,short_case,ai_agent,Bioethics & Healthcare,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Bioethics & Healthcare,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0245,245,daily_dilemmas,long_case,ai_advisor,Interpersonal relationship,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Interpersonal relationship,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0246,246,ai_risk_dilemmas,short_case,ai_agent,Transport,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Transport,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0247,247,daily_dilemmas,long_case,ai_advisor,Professional Ethics,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Professional Ethics,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0248,248,ai_risk_dilemmas,long_case,ai_agent,Science & Techonology,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0249,249,ai_risk_dilemmas,short_case,ai_agent,Organization,neutral,ai_agent,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Organization,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0250,250,daily_dilemmas,long_case,ai_advisor,Science & Techonology,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Science & Techonology,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0251,251,daily_dilemmas,long_case,ai_advisor,Right & Duty & Justice,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,long_case,Right & Duty & Justice,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0252,252,daily_dilemmas,short_case,ai_advisor,Right & Duty & Justice,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Right & Duty & Justice,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
morebench,morebench_public,morebench_public__0253,253,daily_dilemmas,short_case,ai_advisor,Education,neutral,ai_advisor,blocked_on_augmentation,neutral,metadata_only_until_prompt_exposed,short_case,Education,,pending_gold_slice_validation,requires_fresh_generations,v1,2026-04-22
